ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,EXW,EXL,LBW,LBL,PSW,PSL,SJW,SJL,MaxW,MaxL,AvgW,AvgL
1,Brisbane,Brisbane International,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Mayer F.,Giraldo S.,28,57,1215,778,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.45,2.65,1.44,2.62,1.47,2.85,1.44,2.63,1.47,3.2,1.42,2.78
1,Brisbane,Brisbane International,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Nieminen J.,Benneteau J.,41,35,927,1075,6,3,2,6,6,1,,,,,2,1,Completed,1.61,2.2,1.75,2,1.8,1.91,1.8,2.1,1.73,2,1.8,2.26,1.73,2.05
1,Brisbane,Brisbane International,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Nishikori K.,Matosevic M.,19,49,1830,845,7,5,6,2,,,,,,,2,0,Completed,1.25,3.75,1.25,3.75,1.29,3.5,1.3,3.85,1.3,3.2,1.3,4.2,1.28,3.58
1,Brisbane,Brisbane International,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Baghdatis M.,Mitchell B.,36,326,1070,137,6,4,6,4,,,,,,,2,0,Completed,1.07,9,1.06,8,1.08,7,1.08,9.43,1.07,7,1.1,9.5,1.08,7.76
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Istomin D.,Klizan M.,43,30,897,1175,6,1,6,2,,,,,,,2,0,Completed,1.9,1.8,1.87,1.87,1.91,1.8,1.88,2,1.91,1.8,2.05,2,1.88,1.85
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Millman J.,Ito T.,199,79,239,655,6,4,6,1,,,,,,,2,0,Completed,1.61,2.2,1.75,2,1.73,2,1.7,2.27,1.8,1.91,1.85,2.28,1.71,2.08
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Falla A.,Levine J.,54,104,809,530,6,1,7,6,,,,,,,2,0,Completed,2.2,1.61,2.08,1.67,1.91,1.8,2.26,1.7,2,1.73,2.32,1.83,2.08,1.7
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Melzer J.,Kudla D.,29,137,1177,402,2,6,6,4,6,4,,,,,2,1,Completed,1.44,2.62,1.55,2.35,1.44,2.62,1.6,2.47,1.5,2.5,1.63,2.82,1.52,2.46
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Robredo T.,Harrison R.,114,69,495,710,6,4,7,6,,,,,,,2,0,Completed,3,1.36,2.5,1.5,2.38,1.53,2.93,1.45,2.5,1.5,3.25,1.53,2.66,1.47
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Dimitrov G.,Baker B.,48,61,866,756,6,3,7,6,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.44,2.62,1.38,3.3,1.4,2.75,1.45,3.55,1.39,2.87
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Goffin D.,Ebden M.,46,105,868,529,6,2,6,2,,,,,,,2,0,Completed,1.57,2.25,1.55,2.35,1.53,2.38,1.65,2.36,1.53,2.38,1.67,2.4,1.59,2.29
1,Brisbane,Brisbane International,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Hewitt L.,Kunitsyn I.,83,162,625,339,6,3,4,6,6,2,,,,,2,1,Completed,1.2,4.33,1.17,4.65,1.22,4,1.28,4.02,1.2,4,1.28,4.65,1.22,4.07
1,Brisbane,Brisbane International,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Simon G.,Falla A.,16,54,2165,809,7,6,7,6,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.25,3.75,1.29,4.01,1.22,3.75,1.29,4.6,1.26,3.73
1,Brisbane,Brisbane International,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Baghdatis M.,Mayer F.,36,28,1070,1215,6,4,6,2,,,,,,,2,0,Completed,1.44,2.62,1.5,2.5,1.57,2.25,1.52,2.73,1.53,2.38,1.57,3.2,1.51,2.5
1,Brisbane,Brisbane International,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Nishikori K.,Robredo T.,19,114,1830,495,6,3,6,3,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.29,3.5,1.27,4.18,1.25,3.5,1.29,5.1,1.25,3.84
1,Brisbane,Brisbane International,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Dolgopolov O.,Nieminen J.,18,41,1855,927,6,2,4,1,,,,,,,1,0,Retired,1.44,2.62,1.5,2.5,1.5,2.5,1.55,2.64,1.53,2.38,1.57,2.73,1.49,2.52
1,Brisbane,Brisbane International,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Dimitrov G.,Raonic M.,48,13,866,2380,6,3,6,4,,,,,,,2,0,Completed,2.75,1.4,2.65,1.45,2.75,1.4,2.83,1.49,2.75,1.4,3.5,1.5,2.73,1.43
1,Brisbane,Brisbane International,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Melzer J.,Goffin D.,29,46,1177,868,6,4,7,6,,,,,,,2,0,Completed,2.25,1.57,2.25,1.6,2.2,1.62,2.41,1.64,2.2,1.62,2.88,1.67,2.23,1.62
1,Brisbane,Brisbane International,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Istomin D.,Hewitt L.,43,83,897,625,7,5,7,5,,,,,,,2,0,Completed,1.83,1.83,2,1.75,1.83,1.83,1.96,1.94,1.9,1.9,2.05,2.04,1.93,1.82
1,Brisbane,Brisbane International,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Murray A.,Millman J.,3,199,8000,239,6,1,5,7,6,3,,,,,2,1,Completed,1.02,17,1.02,12,1.04,9,1.03,17.5,1.03,10,1.04,23.75,1.03,13.63
1,Brisbane,Brisbane International,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Baghdatis M.,Simon G.,36,16,1070,2165,6,3,6,4,,,,,,,2,0,Completed,1.57,2.25,1.65,2.15,,,1.7,2.32,1.67,2.2,2,2.52,1.66,2.18
1,Brisbane,Brisbane International,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Nishikori K.,Dolgopolov O.,19,18,1830,1855,6,4,7,6,,,,,,,2,0,Completed,1.61,2.2,1.65,2.15,1.73,2,1.7,2.31,1.67,2.25,1.73,2.35,1.65,2.18
1,Brisbane,Brisbane International,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Dimitrov G.,Melzer J.,48,29,866,1177,6,3,6,2,,,,,,,2,0,Completed,1.4,2.75,1.4,2.8,,,1.43,3.14,1.44,2.75,1.5,3.25,1.43,2.77
1,Brisbane,Brisbane International,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Murray A.,Istomin D.,3,43,8000,897,6,4,7,6,,,,,,,2,0,Completed,1.11,6.5,1.11,6,,,1.11,8.36,1.1,7,1.12,8.4,1.1,6.71
1,Brisbane,Brisbane International,1/5/13,ATP250,Outdoor,Hard,Semifinals,3,Dimitrov G.,Baghdatis M.,48,36,866,1070,6,3,5,7,7,6,,,,,2,1,Completed,1.72,2,1.8,1.95,,,1.88,2.04,1.8,2,1.88,2.12,1.78,1.98
1,Brisbane,Brisbane International,1/5/13,ATP250,Outdoor,Hard,Semifinals,3,Murray A.,Nishikori K.,3,19,8000,1830,6,4,2,0,,,,,,,1,0,Retired,1.18,4.5,1.16,4.75,,,1.26,4.47,1.17,5,1.27,5,1.2,4.44
1,Brisbane,Brisbane International,1/6/13,ATP250,Outdoor,Hard,The Final,3,Murray A.,Dimitrov G.,3,48,8000,866,7,6,6,4,,,,,,,2,0,Completed,1.14,5.5,1.15,5,1.17,5,1.16,6.27,1.17,5,1.18,6.7,1.16,5.23
2,Chennai,Chennai Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Soeda G.,Donskoy E.,60,81,758,637,6,1,6,2,,,,,,,2,0,Completed,1.9,1.8,1.87,1.87,1.8,1.91,1.99,1.9,2,1.73,2,2.05,1.88,1.86
2,Chennai,Chennai Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Bedene A.,Sousa J.,86,101,583,546,6,3,6,2,,,,,,,2,0,Completed,1.36,3,1.4,2.8,1.4,2.75,1.43,3.03,1.4,2.75,1.43,3.5,1.38,2.91
2,Chennai,Chennai Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Haase R.,Bhambri Y.,56,217,780,220,7,5,6,3,,,,,,,2,0,Completed,1.22,4,1.25,3.75,1.25,3.75,1.28,4.08,1.29,3.25,1.29,5.1,1.25,3.81
2,Chennai,Chennai Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Roger-Vasselin E.,Kuznetsov An.,102,78,545,660,6,3,6,4,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.62,2.2,1.63,2.4,1.62,2.2,1.65,2.5,1.6,2.27
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Bachinger M.,Lu Y.H.,123,59,462,759,6,4,3,6,6,4,,,,,2,1,Completed,3,1.36,2.8,1.4,3,1.36,3.01,1.43,2.75,1.4,4.1,1.44,2.93,1.38
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Stebe C-M.,Sijsling I.,177,68,295,712,6,4,6,4,,,,,,,2,0,Completed,2.5,1.5,2.5,1.5,2.62,1.44,2.55,1.57,2.63,1.44,2.92,1.57,2.51,1.5
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Amritraj P.,Rufin G.,549,92,51,574,6,7,6,2,6,3,,,,,2,1,Completed,2.75,1.4,2.65,1.45,2.75,1.4,2.94,1.45,2.63,1.44,3.15,1.49,2.76,1.42
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Bautista R.,Kavcic B.,80,94,648,569,7,6,6,2,,,,,,,2,0,Completed,1.44,2.62,1.55,2.35,1.5,2.5,1.53,2.67,1.53,2.38,1.57,2.7,1.51,2.49
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Paire B.,Cipolla F.,47,95,867,568,6,3,6,4,,,,,,,2,0,Completed,1.44,2.62,1.45,2.65,1.44,2.62,1.56,2.57,1.44,2.63,1.56,2.77,1.47,2.6
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Devvarman S.,Hajek J.,663,106,32,527,6,3,6,3,,,,,,,2,0,Completed,1.44,2.62,1.4,2.8,1.44,2.62,1.54,2.62,1.73,2,1.73,3.15,1.48,2.57
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Sela D.,Ram R.,109,132,512,427,6,4,6,1,,,,,,,2,0,Completed,1.53,2.37,1.6,2.25,1.53,2.38,1.63,2.43,1.57,2.25,1.67,2.56,1.59,2.3
2,Chennai,Chennai Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Stakhovsky S.,Bemelmans R.,103,111,538,509,7,6,7,6,,,,,,,2,0,Completed,2,1.72,2,1.75,2,1.73,2.05,1.85,1.91,1.8,2.1,1.94,2,1.76
2,Chennai,Chennai Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Bedene A.,Haase R.,86,56,583,780,7,5,6,3,,,,,,,2,0,Completed,2.2,1.61,2.15,1.65,2.25,1.57,2.22,1.74,2.2,1.67,2.35,1.75,2.17,1.65
2,Chennai,Chennai Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Soeda G.,Amritraj P.,60,549,758,51,7,6,3,6,6,4,,,,,2,1,Completed,1.28,3.5,1.3,3.3,1.33,3.25,1.36,3.48,1.33,3.25,1.36,3.95,1.31,3.31
2,Chennai,Chennai Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Tipsarevic J.,Roger-Vasselin E.,9,102,2990,545,6,2,6,3,,,,,,,2,0,Completed,1.14,5.5,1.15,5,1.2,4.33,1.2,5.16,1.17,5,1.2,6.7,1.16,5.09
2,Chennai,Chennai Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Wawrinka S.,Stebe C-M.,17,177,1900,295,6,4,6,3,,,,,,,2,0,Completed,1.2,4.33,1.22,4,1.2,4.33,1.26,4.38,1.17,5,1.27,5.2,1.22,4.16
2,Chennai,Chennai Open,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Paire B.,Sela D.,47,109,867,512,6,1,6,0,,,,,,,2,0,Completed,1.53,2.37,1.65,2.15,1.67,2.1,1.69,2.3,1.67,2.2,1.69,2.37,1.62,2.24
2,Chennai,Chennai Open,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Cilic M.,Stakhovsky S.,15,103,2210,538,4,6,6,2,6,3,,,,,2,1,Completed,1.18,4.5,1.2,4.25,1.2,4.33,1.23,4.77,1.2,4.5,1.25,4.9,1.21,4.25
2,Chennai,Chennai Open,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Bautista R.,Bachinger M.,80,123,648,462,7,6,6,3,,,,,,,2,0,Completed,1.8,1.9,1.8,1.95,1.91,1.8,1.91,2.01,1.9,1.9,1.91,2.15,1.84,1.9
2,Chennai,Chennai Open,1/3/13,ATP250,Outdoor,Hard,2nd Round,3,Berdych T.,Devvarman S.,6,663,4680,32,6,3,6,1,,,,,,,2,0,Completed,1.07,9,1.06,8,1.05,8.5,1.08,9.85,1.04,11,1.08,13,1.06,9.19
2,Chennai,Chennai Open,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Paire B.,Cilic M.,47,15,867,2210,6,4,1,6,7,5,,,,,2,1,Completed,3.5,1.28,3.3,1.3,,,3.49,1.36,3.5,1.29,4,1.36,3.38,1.31
2,Chennai,Chennai Open,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Bedene A.,Wawrinka S.,86,17,583,1900,6,2,7,6,,,,,,,2,0,Completed,5.5,1.14,5.5,1.13,5.5,1.12,5.92,1.18,6,1.13,6.5,1.18,5.49,1.14
2,Chennai,Chennai Open,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Tipsarevic J.,Soeda G.,9,60,2990,758,6,2,6,4,,,,,,,2,0,Completed,1.1,7,1.11,6,1.14,5,1.13,7.65,1.1,7,1.14,8.3,1.11,6.31
2,Chennai,Chennai Open,1/4/13,ATP250,Outdoor,Hard,Quarterfinals,3,Bautista R.,Berdych T.,80,6,648,4680,7,5,2,6,6,3,,,,,2,1,Completed,10,1.06,7,1.08,,,11.25,1.07,8,1.07,15,1.08,8.53,1.07
2,Chennai,Chennai Open,1/5/13,ATP250,Outdoor,Hard,Semifinals,3,Tipsarevic J.,Bedene A.,9,86,2990,583,4,6,6,2,6,2,,,,,2,1,Completed,1.12,6,1.16,4.75,1.14,5,1.17,6.16,1.13,6,6.7,1.17,5.44,1.14
2,Chennai,Chennai Open,1/5/13,ATP250,Outdoor,Hard,Semifinals,3,Bautista R.,Paire B.,80,47,648,867,3,6,6,1,6,4,,,,,2,1,Completed,2.25,1.57,2.15,1.65,2.2,1.62,2.36,1.68,2.2,1.67,2.4,1.72,2.21,1.64
2,Chennai,Chennai Open,1/6/13,ATP250,Outdoor,Hard,The Final,3,Tipsarevic J.,Bautista R.,9,80,2990,648,3,6,6,1,6,3,,,,,2,1,Completed,1.16,5,1.18,4.5,1.17,5,1.24,4.68,1.2,4.5,1.32,5.1,1.19,4.59
3,Doha,Qatar Exxon Mobil Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Bolelli S.,Gimeno-Traver D.,84,70,623,704,6,3,6,7,7,6,,,,,2,1,Completed,1.5,2.5,1.5,2.5,1.33,3.25,1.49,2.8,1.53,2.38,1.6,3.25,1.5,2.5
3,Doha,Qatar Exxon Mobil Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Lorenzi P.,Ramos A.,64,50,744,830,7,6,6,1,,,,,,,2,0,Completed,2.62,1.44,2.65,1.45,2.38,1.53,2.73,1.51,2.63,1.44,3.15,1.53,2.59,1.47
3,Doha,Qatar Exxon Mobil Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Davydenko N.,Hanescu V.,44,62,885,753,6,2,6,3,,,,,,,2,0,Completed,1.33,3.25,1.35,3,1.36,3,1.29,3.92,1.33,3,1.38,3.92,1.33,3.21
3,Doha,Qatar Exxon Mobil Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Zemlja G.,Fognini F.,55,45,782,880,6,2,3,6,6,4,,,,,2,1,Completed,1.57,2.25,1.65,2.15,1.67,2.1,1.73,2.22,1.67,2.1,1.73,2.4,1.63,2.21
3,Doha,Qatar Exxon Mobil Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Troicki V.,Phau B.,38,75,1055,668,6,3,3,6,6,4,,,,,2,1,Completed,1.36,3,1.35,3,1.33,3.25,1.38,3.26,1.44,2.63,1.48,3.95,1.4,2.87
3,Doha,Qatar Exxon Mobil Open,12/31/12,ATP250,Outdoor,Hard,1st Round,3,Kohlschreiber P.,Dodig I.,20,72,1770,695,7,6,6,1,,,,,,,2,0,Completed,1.44,2.62,1.5,2.5,1.5,2.5,1.54,2.63,1.5,2.5,1.57,3,1.5,2.52
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Garcia-Lopez G.,51,76,827,667,6,1,2,6,6,4,,,,,2,1,Completed,1.57,2.25,1.55,2.35,1.57,2.25,1.63,2.42,1.57,2.25,1.63,2.55,1.55,2.38
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Rosol L.,Andujar P.,73,42,679,915,6,2,7,6,,,,,,,2,0,Completed,1.36,3,1.35,3,1.36,3,1.44,2.98,1.33,3,1.44,3.25,1.36,3.02
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Youzhny M.,Becker B.,25,65,1335,741,4,6,7,6,6,1,,,,,2,1,Completed,1.22,4,1.25,3.75,1.3,3.4,1.28,4.05,1.29,3.25,1.33,4.8,1.27,3.64
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Safwat M.,Ali Mutawa J.M.,455,,78,,6,0,6,0,,,,,,,2,0,Completed,1.02,19,1.03,10,1.02,11,1.03,18.68,1.02,11,1.04,22,1.02,13.29
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Brands D.,Chardy J.,153,32,367,1131,6,4,6,4,,,,,,,2,0,Completed,2.5,1.5,2.5,1.5,2.62,1.44,2.56,1.56,2.63,1.44,2.78,1.57,2.54,1.49
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Gasquet R.,Hernych J.,10,193,2515,245,6,3,6,4,,,,,,,2,0,Completed,1.12,6,1.1,6.5,1.11,6,1.11,7.72,1.14,5,1.17,7.72,1.13,5.74
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Monfils G.,Zayed M. S.,77,1855,660,1,6,0,6,3,,,,,,,2,0,Completed,1.02,19,1.03,10,1.02,13,1.02,20.52,1.02,11,1.03,30,1.02,15.03
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Kamke T.,Ramirez-Hidalgo R.,98,50,563,830,6,1,6,2,,,,,,,2,0,Completed,1.12,6,1.15,5,1.14,5,1.15,6.16,1.17,4.5,1.18,6.16,1.15,5.21
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Ferrer D.,Brown D.,5,167,6505,322,5,7,6,3,6,2,,,,,2,1,Completed,1.03,15,1.03,10,1.04,9,1.03,15.56,1.03,10,1.05,17,1.03,11.62
3,Doha,Qatar Exxon Mobil Open,1/1/13,ATP250,Outdoor,Hard,1st Round,3,Kubot L.,Lopez F.,74,40,675,1005,6,4,6,2,,,,,,,2,0,Completed,2.62,1.44,2.5,1.5,2.62,1.44,2.68,1.52,2.63,1.44,2.92,1.52,2.6,1.47
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Brands D.,Safwat M.,153,455,367,78,4,6,6,3,6,2,,,,,2,1,Completed,1.11,6.5,1.11,6,1.12,5.5,1.11,7.93,1.13,6,1.13,9,1.11,6.21
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Lorenzi P.,Rosol L.,64,73,744,679,6,0,6,4,,,,,,,2,0,Completed,3.25,1.33,3.3,1.3,3,1.36,3.52,1.35,2.88,1.36,3.8,1.4,3.19,1.33
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Davydenko N.,Youzhny M.,44,25,885,1335,7,5,6,3,,,,,,,2,0,Completed,1.66,2.1,1.75,2,1.83,1.83,1.83,2.09,1.67,2.1,1.83,2.22,1.73,2.04
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Bolelli S.,Kubot L.,84,74,623,675,2,6,6,4,6,4,,,,,2,1,Completed,2.62,1.44,2.65,1.45,2.5,1.5,3.05,1.43,2.5,1.5,3.05,1.57,2.63,1.46
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Monfils G.,Kohlschreiber P.,77,20,660,1770,6,4,2,6,6,4,,,,,2,1,Completed,2.37,1.53,2.15,1.65,2.2,1.62,2.37,1.66,2.2,1.62,2.45,1.72,2.25,1.61
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Lacko L.,Troicki V.,51,38,827,1055,6,3,7,5,,,,,,,2,0,Completed,2.2,1.61,2.08,1.7,2.25,1.57,2.18,1.77,2.25,1.62,2.25,1.77,2.14,1.66
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Gasquet R.,Zemlja G.,10,55,2515,782,6,7,6,4,7,6,,,,,2,1,Completed,1.16,5,1.18,4.5,1.14,5,1.18,5.65,1.17,5,1.2,5.65,1.17,4.81
3,Doha,Qatar Exxon Mobil Open,1/2/13,ATP250,Outdoor,Hard,2nd Round,3,Ferrer D.,Kamke T.,5,98,6505,563,6,3,6,2,,,,,,,2,0,Completed,1.06,10,1.06,8,1.06,8,1.07,11.25,1.08,7.5,1.08,14,1.06,8.82
3,Doha,Qatar Exxon Mobil Open,1/3/13,ATP250,Outdoor,Hard,Quarterfinals,3,Brands D.,Monfils G.,153,77,367,660,6,1,7,5,,,,,,,2,0,Completed,4.33,1.2,3.62,1.26,3.5,1.29,4.4,1.26,3.75,1.25,4.55,1.29,3.87,1.24
3,Doha,Qatar Exxon Mobil Open,1/3/13,ATP250,Outdoor,Hard,Quarterfinals,3,Gasquet R.,Lacko L.,10,51,2515,827,6,1,6,3,,,,,,,2,0,Completed,1.3,3.4,1.35,3,1.25,3.75,1.36,3.48,1.25,3.75,1.36,3.8,1.3,3.41
3,Doha,Qatar Exxon Mobil Open,1/3/13,ATP250,Outdoor,Hard,Quarterfinals,3,Ferrer D.,Lorenzi P.,5,64,6505,744,6,3,6,0,,,,,,,2,0,Completed,1.02,17,1.04,9,1.04,9,1.04,17,1.02,13,1.04,21,1.03,12.52
3,Doha,Qatar Exxon Mobil Open,1/3/13,ATP250,Outdoor,Hard,Quarterfinals,3,Davydenko N.,Bolelli S.,44,84,885,623,6,1,6,1,,,,,,,2,0,Completed,1.16,5,1.2,4.25,1.29,3.5,1.2,5.46,1.22,4,1.29,5.46,1.21,4.38
3,Doha,Qatar Exxon Mobil Open,1/4/13,ATP250,Outdoor,Hard,Semifinals,3,Gasquet R.,Brands D.,10,153,2515,367,7,5,7,5,,,,,,,2,0,Completed,1.2,4.33,1.22,4,,,1.26,4.43,1.25,3.75,1.26,4.5,1.23,4.04
3,Doha,Qatar Exxon Mobil Open,1/4/13,ATP250,Outdoor,Hard,Semifinals,3,Davydenko N.,Ferrer D.,44,5,885,6505,6,2,6,3,,,,,,,2,0,Completed,3.5,1.28,,,3.3,1.3,4.26,1.27,3.75,1.25,4.26,1.32,3.57,1.28
3,Doha,Qatar Exxon Mobil Open,1/5/13,ATP250,Outdoor,Hard,The Final,3,Gasquet R.,Davydenko N.,10,44,2515,885,3,6,7,6,6,3,,,,,2,1,Completed,2.37,1.57,2.4,1.52,2.25,1.57,2.4,1.66,2.5,1.53,2.9,1.66,2.37,1.56
4,Auckland,Heineken Open,1/7/13,ATP250,Outdoor,Hard,1st Round,3,Bellucci T.,Goffin D.,32,50,1112,843,7,6,6,2,,,,,,,2,0,Completed,2.25,1.57,2.25,1.57,2.25,1.6,2.29,1.69,2.1,1.67,2.4,1.69,2.22,1.63
4,Auckland,Heineken Open,1/7/13,ATP250,Outdoor,Hard,1st Round,3,Malisse X.,Klizan M.,62,30,746,1175,7,6,3,6,6,3,,,,,2,1,Completed,2.2,1.61,2.25,1.67,2.1,1.6,2.24,1.71,2.2,1.62,2.3,1.71,2.18,1.65
4,Auckland,Heineken Open,1/7/13,ATP250,Outdoor,Hard,1st Round,3,Rochus O.,Ramos A.,89,51,577,830,6,2,5,7,6,2,,,,,2,1,Completed,1.66,2.1,1.75,2,1.73,2,1.7,2.25,1.73,2,1.9,2.3,1.74,2.04
4,Auckland,Heineken Open,1/7/13,ATP250,Outdoor,Hard,1st Round,3,Baker B.,Janowicz J.,59,26,756,1299,4,6,7,6,6,4,,,,,2,1,Completed,2.37,1.53,2.25,1.57,2.25,1.6,2.24,1.71,2.2,1.62,2.56,1.74,2.22,1.63
4,Auckland,Heineken Open,1/7/13,ATP250,Outdoor,Hard,1st Round,3,Sijsling I.,Haase R.,70,54,706,800,3,6,6,3,7,5,,,,,2,1,Completed,1.44,2.62,1.5,2.2,1.62,2.5,1.55,2.61,1.5,2.5,1.67,2.7,1.52,2.47
4,Auckland,Heineken Open,1/7/13,ATP250,Outdoor,Hard,1st Round,3,Lacko L.,Lorenzi P.,48,57,872,769,6,3,6,3,,,,,,,2,0,Completed,1.5,2.5,1.55,2.35,1.5,2.5,1.6,2.47,1.5,2.5,1.62,2.68,1.54,2.43
4,Auckland,Heineken Open,1/7/13,ATP250,Outdoor,Hard,1st Round,3,Giraldo S.,Soeda G.,63,73,743,701,6,1,6,0,,,,,,,2,0,Completed,2,1.72,1.9,1.83,1.83,1.85,2.05,1.85,1.83,1.83,2.26,2,1.91,1.83
4,Auckland,Heineken Open,1/8/13,ATP250,Outdoor,Hard,1st Round,3,Jones G.,Melzer J.,373,29,108,1177,7,6,6,2,,,,,,,2,0,Completed,4.33,1.2,3.75,1.25,4.5,1.17,4.29,1.26,4,1.2,4.9,1.26,4.11,1.22
4,Auckland,Heineken Open,1/8/13,ATP250,Outdoor,Hard,1st Round,3,Falla A.,Zemlja G.,53,56,821,770,6,4,3,1,,,,,,,1,0,Retired,1.61,2.2,1.6,2.25,1.62,2.2,1.7,2.26,1.67,2.1,1.79,2.29,1.65,2.16
4,Auckland,Heineken Open,1/8/13,ATP250,Outdoor,Hard,1st Round,3,Levine J.,King-Turner D.,104,376,530,107,6,2,6,2,,,,,,,2,0,Completed,1.12,6,1.15,5,1.17,4.5,1.14,6.65,,,1.17,6.65,1.14,5.45
